,Country_Name,Country_Code,Indicator_Name,Indicator_Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Unnamed:_64
2,Arab World,ARB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.7024952410123,74.9448598519863,76.258066118796,77.1204636192376,78.0944398272738,79.06199951884129,79.8516810577971,80.5705358855522,81.2108864012014,81.8096301961217,82.368100500358,82.7832893479895,83.12030269214021,83.5334568240335,83.89759604978799,84.1715990242825,84.5101712472629,,,,
349,Arab World,ARB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,196.208926793529,210.933919613768,230.225845744911,254.632324242859,282.106109964398,325.26715492551,369.282070153983,426.791643234424,515.198313100271,577.582128874325,624.834500182076,714.757734445355,770.990282219939,856.7551338320591,883.5880536224221,961.241119512701,999.605050022608,1036.43076772146,1056.5154082107001,1072.6690531647,1037.59669894526,1070.85993895259,1125.03648197176,1151.94592738635,1258.85561641859,1296.5596640939698,1340.52813232158,1433.16385242319,1484.2226722421499,1517.00567471656,1580.09390173389,1648.29283004941,1718.9132220057902,1765.8407714197601,1840.43206287125,1940.40647495992,1995.37754806006,2061.82274008221,2119.80172646466,2296.78090321881,2332.70877096908,2371.5970092695497,2427.8353673894603,2501.47965716596,,,,,,
350,Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,,,,,,,,,,9.09823175175482,9.26183359977758,9.19290850483511,9.087931881447519,9.73939509225794,10.762189685574501,10.491052497667699,10.0236643958408,10.277002263353198,9.94380844969209,12.069868995633199,10.457103307153,10.373267119070698,10.1782494309616,12.611398795513198,8.19888114155992,9.52170144552038,10.375414778026,9.885439301979,9.59522818920822,9.94657164730073,9.52891868034075,9.66201407313416,9.94434831408128,9.95306060940638,10.0525998249505,10.245563903336999,9.378422985611689,9.46164287693688,11.416442907857,11.074821729278,10.5746501674621,9.4276550991133,10.5246641959812,12.194060031799399,11.3816713110504,12.359215728770302,13.754795110478002,13.9855817444449,13.0297992568804,12.7539589804023,14.174832525936301,13.7330858227935,14.359833284942999,,,,,,
351,Arab World,ARB,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,1.16864736343805,2.2970835284614703,2.43310623845991,2.3915767953371803,2.63117480048283,2.2690783265662597,1.9560875193534197,1.7322271971969598,1.03418013666117,1.01231649402847,1.03664126062851,0.83621396992488,0.9158701799199541,0.7387021507567109,0.614335631481157,1.05708907081532,1.27087240893116,1.1287032545776998,0.8171773235885792,0.8782203675395741,0.7223709569461991,0.594013286364151,0.829170254927178,0.9090644912043778,1.76742232536419,1.66950805258984,1.7002108145486798,1.83769081026503,1.6100345305867498,1.92316475573276,2.40139919478956,2.23476231614561,2.1669880953664498,2.17809175070905,2.03740314217249,1.9413045563054299,1.76274005201624,1.53361331831582,1.35993786399866,1.23553279590234,1.28616709146489,1.2356513159775602,1.20975636697385,1.48465707581122,1.5191964919853203,,,,,
352,Arab World,ARB,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,31.511605454528198,30.1380118193638,25.7921565227388,27.0630071789457,25.197923335924397,24.572505933360898,24.1834365774795,21.582383723169603,18.532006351878604,16.115840858946303,14.1645413722334,12.246801561319499,10.1907343993,9.23054982978918,8.15337228389721,7.605308286365401,7.902717512305549,7.36239960451653,7.509520834615571,7.198071999770559,6.650108842635761,5.73180086572603,5.35182789393234,5.285136342498969,5.04728195227579,5.264614717781201,5.13594839528354,4.77622531254643,4.8147210962450995,4.38936134503233,4.49702696534352,3.6510625805848598,3.81062394712385,3.7589002535401406,4.322860236930589,3.9707818354441295,3.9637241387996203,3.17926904335477,3.1069628931896203,3.54752325596881,3.2490613665115697,3.2100253485246895,3.3907369228282898,2.83490847880908,2.43845551579809,,,,,
353,Arab World,ARB,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,,,,,,,,,,,,22.112939850852104,24.3608122545396,28.059159427599695,28.2574413428684,28.7659379532607,32.5752345201241,30.984291636160997,33.3421709895963,35.8200319660535,43.488007195524204,41.2714968779994,38.912321146915104,39.3992042134627,41.519872117671106,42.635107627460606,42.4781838937,42.144126958179996,43.2355334782685,45.23725105070889,47.9432091783946,47.318877712251606,48.4013991464775,51.469067244207494,51.9271375450621,51.75277918935039,52.080274184065,51.22246868182071,49.1975801555375,50.741026001666405,51.090755925124704,55.0380310684151,55.5904160102666,56.79994640812839,57.9209905673018,60.543728468629894,61.461654103702706,61.248601402777204,61.624112728751896,61.1128258885623,61.7602660860604,61.7795203475994,61.330973596437595,63.0350443483141,61.59252587124121,64.0714218284369,,,,,
354,Arab World,ARB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Arab World,ARB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,,,,,,,,,,,,44.4504731689448,42.4477582353983,42.959243648964794,41.531640520611894,42.648629748095296,39.826847057711895,42.1198501047693,42.5868839278003,43.8574473831699,38.6275012892642,42.7709863269019,47.2483291596038,48.7378570450806,47.754541739546205,47.8408502949242,48.1030845868824,47.925948958346396,47.5170295004004,45.679716628850095,35.9280269980826,36.7219821764329,35.83595262605029,32.3801614936947,31.976606481795898,31.5257441990062,31.04036852585,32.4473935507426,34.4950698988935,34.2500585369594,34.5278470724391,32.0013935311835,33.197387414931995,32.611225322167805,31.6342642767731,27.504222262692103,26.519526278780898,26.973446294868697,27.171730187252102,24.3444276013238,22.849738401229402,22.9708407346772,24.178577943342198,22.812706659777103,23.166206818290895,20.5098184498828,,,,,
356,Arab World,ARB,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,,,,,,,,,,,,67.732060383235,69.10565401839929,73.45150931502441,72.1806586588174,74.0457425018388,74.6711599044022,75.06022926028359,77.66128211459349,80.7116594858846,83.1278249788169,85.0791244655298,86.99686427644372,89.0529314384632,90.01311600797399,91.090293553866,91.6383575513978,91.34094832545759,91.88126623324659,91.7341450031476,84.74945654401671,84.7632308456308,84.8313650588919,84.67839899282941,84.81280851806241,85.0459457137208,84.7901507625048,85.370073047112,85.530340864696,86.60111906921249,87.54176775329651,89.4408237943882,91.02256574134421,91.57815982566271,91.7333465947839,90.0853538734945,89.92248493878901,89.98478774966209,90.3294562343198,86.8171913538847,85.84553728319209,86.0365281737414,86.74520285575741,87.0575073750651,86.2433897653434,86.10043677030501,,,,,
357,Arab World,ARB,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000397025482612827,0.000397781363957158,0.00035612307335980295,0.000327088857959439,0.000309416096393594,0.000296149853445743,0.000281109286511171,0.000796600412876157,0.000737830892772363,0.00629283907438366,0.0497049299272842,0.0947024856438188,0.0846015776538584,0.113042609348961,0.13483673670417098,0.129308124960755,0.12729372613814802,0.16499597821714201,0.16595952732932298,0.20418472394198897,0.28597137692751595,0.282033900268994,0.25388382301968,0.35538478810353996,0.418328270760565,0.454258660053111,,,,,
